"Dates","Year","Value","Dataset","Site"
2015-02-13,"2015",0.66231769323349,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-02-14,"2015",0.662520825862885,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-02-15,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-02-16,"2015",0.663164556026459,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-02-17,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-02-18,"2015",0.664455831050873,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-02-19,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-02-20,"2015",0.666524887084961,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-02-21,"2015",0.667641520500183,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-02-22,"2015",0.668887674808502,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-02-23,"2015",0.670418918132782,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-02-24,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-02-25,"2015",0.672945022583008,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-02-26,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-02-27,"2015",0.675512790679932,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-02-28,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-01,"2015",0.678372204303741,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-02,"2015",0.679925203323364,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-03,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-04,"2015",0.684060335159302,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-05,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-06,"2015",0.688524007797241,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-07,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-08,"2015",0.693458914756775,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-09,"2015",0.696251034736633,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-10,"2015",0.698961973190308,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-11,"2015",0.701852262020111,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-12,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-13,"2015",0.707859933376312,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-14,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-15,"2015",0.71434211730957,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-16,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-17,"2015",0.721720039844513,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-18,"2015",0.725266456604004,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-19,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-20,"2015",0.732205510139465,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-21,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-22,"2015",0.738659858703613,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-23,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-24,"2015",0.745480000972748,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-25,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-26,"2015",0.752256393432617,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-27,"2015",0.755761563777924,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-28,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-29,"2015",0.762657105922699,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-30,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-03-31,"2015",0.769134700298309,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-01,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-02,"2015",0.774745881557465,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-03,"2015",0.777464032173157,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-04,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-05,"2015",0.782816588878632,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-06,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-07,"2015",0.787498295307159,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-08,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-09,"2015",0.791551470756531,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-10,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-11,"2015",0.79472142457962,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-12,"2015",0.796149611473083,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-13,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-14,"2015",0.798708081245422,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-15,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-16,"2015",0.800876677036285,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-17,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-18,"2015",0.80275958776474,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-19,"2015",0.803577780723572,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-20,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-21,"2015",0.804941296577454,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-22,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-23,"2015",0.80597972869873,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-24,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-25,"2015",0.806682288646698,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-26,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-27,"2015",0.807133972644806,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-28,"2015",0.807215750217438,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-29,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-04-30,"2015",0.807042956352234,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-01,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-02,"2015",0.806671142578125,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-03,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-04,"2015",0.805864036083221,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-05,"2015",0.80536413192749,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-06,"2015",0.804790318012238,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-07,"2015",0.804176986217499,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-08,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-09,"2015",0.802813529968262,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-10,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-11,"2015",0.801417410373688,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-12,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-13,"2015",0.799372255802155,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-14,"2015",0.798221528530121,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-15,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-16,"2015",0.795948684215546,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-17,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-18,"2015",0.794156551361084,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-19,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-20,"2015",0.791738390922546,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-21,"2015",0.7903773188591,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-22,"2015",0.788964033126831,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-23,"2015",0.787560999393463,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-24,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-25,"2015",0.784813284873962,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-26,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-27,"2015",0.782264173030853,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-28,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-29,"2015",0.780152142047882,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-30,"2015",0.779073536396027,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-05-31,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-01,"2015",0.776255249977112,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-02,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-03,"2015",0.773671805858612,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-04,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-05,"2015",0.770940959453583,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-06,"2015",0.7694171667099,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-07,"2015",0.767810225486755,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-08,"2015",0.766200006008148,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-09,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-10,"2015",0.762800931930542,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-11,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-12,"2015",0.759852230548859,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-13,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-14,"2015",0.756921470165253,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-15,"2015",0.755515694618225,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-16,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-17,"2015",0.752346754074097,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-18,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-19,"2015",0.749963343143463,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-20,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-21,"2015",0.748422801494598,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-22,"2015",0.747787415981293,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-23,"2015",0.74718302488327,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-24,"2015",0.746610760688782,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-25,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-26,"2015",0.74540501832962,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-27,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-28,"2015",0.744390189647675,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-29,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-06-30,"2015",0.743692636489868,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-01,"2015",0.743781208992004,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-02,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-03,"2015",0.743533551692963,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-04,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-05,"2015",0.743790924549103,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-06,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-07,"2015",0.744411408901215,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-08,"2015",0.74486380815506,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-09,"2015",0.745351791381836,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-10,"2015",0.745875597000122,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-11,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-12,"2015",0.747493088245392,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-13,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-14,"2015",0.749722480773926,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-15,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-16,"2015",0.752685189247131,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-17,"2015",0.754531145095825,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-18,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-19,"2015",0.75790399312973,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-20,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-21,"2015",0.761538684368134,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-22,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-23,"2015",0.765140414237976,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-24,"2015",0.767001390457153,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-25,"2015",0.768914818763733,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-26,"2015",0.770881533622742,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-27,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-28,"2015",0.773933827877045,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-29,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-30,"2015",0.776911199092865,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-07-31,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-01,"2015",0.778970003128052,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-02,"2015",0.780006408691406,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-03,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-04,"2015",0.781725168228149,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-05,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-06,"2015",0.783177971839905,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-07,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-08,"2015",0.784242510795593,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-09,"2015",0.78462553024292,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-10,"2015",0.784947097301483,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-11,"2015",0.785132825374603,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-12,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-13,"2015",0.785092413425446,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-14,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-15,"2015",0.784795641899109,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-16,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-17,"2015",0.784319937229156,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-18,"2015",0.784018754959106,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-19,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-20,"2015",0.783297181129456,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-21,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-22,"2015",0.782575190067291,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-23,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-24,"2015",0.782359004020691,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-25,"2015",0.782499730587006,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-26,"2015",0.782725989818573,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-27,"2015",0.78315407037735,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-28,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-29,"2015",0.784147202968597,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-30,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-08-31,"2015",0.785285353660583,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-01,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-02,"2015",0.786533057689667,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-03,"2015",0.787232041358948,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-04,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-05,"2015",0.789272904396057,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-06,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-07,"2015",0.791480243206024,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-08,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-09,"2015",0.793357193470001,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-10,"2015",0.794258236885071,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-11,"2015",0.795092642307281,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-12,"2015",0.795941650867462,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-13,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-14,"2015",0.79746013879776,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-15,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-16,"2015",0.799139142036438,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-17,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-18,"2015",0.800752699375153,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-19,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-20,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-21,"2015",0.801480293273926,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-22,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-23,"2015",0.801358997821808,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-24,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-25,"2015",0.800943613052368,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-26,"2015",0.800525784492493,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-27,"2015",0.800066292285919,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-28,"2015",0.799634695053101,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-29,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-09-30,"2015",0.798580765724182,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-01,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-02,"2015",0.797050774097443,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-03,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-04,"2015",0.795453310012817,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-05,"2015",0.794462621212006,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-06,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-07,"2015",0.792456865310669,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-08,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-09,"2015",0.790244996547699,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-10,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-11,"2015",0.787927567958832,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-12,"2015",0.786682903766632,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-13,"2015",0.785356879234314,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-14,"2015",0.783932685852051,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-15,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-16,"2015",0.780580401420593,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-17,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-18,"2015",0.776756882667542,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-19,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-20,"2015",0.772754848003387,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-21,"2015",0.770729780197144,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-22,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-23,"2015",0.766696155071259,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-24,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-25,"2015",0.762447595596313,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-26,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-27,"2015",0.757578730583191,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-28,"2015",0.755023658275604,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-29,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-30,"2015",0.749594211578369,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-10-31,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-11-01,"2015",0.744630634784698,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-11-02,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-11-03,"2015",0.739912092685699,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-11-04,"2015",NA,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-11-05,"2015",0.734958350658417,"LPDRv3_VOD_ASCENDING_DAY","WKG"
2015-11-06,"2015",0.732533276081085,"LPDRv3_VOD_ASCENDING_DAY","WKG"
