"Dates","Year","Value","Dataset","Site"
2015-02-23,"2015",0.389999985694885,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-02-24,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-02-25,"2015",0.389999985694885,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-02-26,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-02-27,"2015",0.28999999165535,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-02-28,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-01,"2015",0.28999999165535,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-02,"2015",0.319999992847443,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-03,"2015",0.28999999165535,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-04,"2015",0.229999989271164,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-05,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-06,"2015",0.259999990463257,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-07,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-08,"2015",0.25,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-09,"2015",0.259999990463257,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-10,"2015",0.299999982118607,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-11,"2015",0.299999982118607,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-12,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-13,"2015",0.349999994039536,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-14,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-15,"2015",0.28999999165535,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-16,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-17,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-18,"2015",0.280000001192093,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-19,"2015",0.310000002384186,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-20,"2015",0.209999993443489,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-21,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-22,"2015",0.310000002384186,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-23,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-24,"2015",0.280000001192093,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-25,"2015",0.299999982118607,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-26,"2015",0.319999992847443,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-27,"2015",0.25,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-28,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-29,"2015",0.509999990463257,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-30,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-03-31,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-01,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-02,"2015",0.370000004768372,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-03,"2015",0.409999996423721,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-04,"2015",0.459999978542328,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-05,"2015",0.349999994039536,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-06,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-07,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-08,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-09,"2015",0.370000004768372,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-10,"2015",0.299999982118607,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-11,"2015",0.340000003576279,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-12,"2015",0.509999990463257,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-13,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-14,"2015",0.449999988079071,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-15,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-16,"2015",0.389999985694885,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-17,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-18,"2015",0.429999977350235,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-19,"2015",0.409999996423721,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-20,"2015",0.409999996423721,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-21,"2015",0.399999976158142,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-22,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-23,"2015",0.409999996423721,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-24,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-25,"2015",0.370000004768372,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-26,"2015",0.359999984502792,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-27,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-28,"2015",0.379999995231628,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-29,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-04-30,"2015",0.439999997615814,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-01,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-02,"2015",0.349999994039536,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-03,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-04,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-05,"2015",0.340000003576279,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-06,"2015",0.389999985694885,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-07,"2015",0.439999997615814,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-08,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-09,"2015",0.409999996423721,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-10,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-11,"2015",0.310000002384186,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-12,"2015",0.319999992847443,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-13,"2015",0.319999992847443,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-14,"2015",0.419999986886978,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-15,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-16,"2015",0.449999988079071,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-17,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-18,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-19,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-20,"2015",0.389999985694885,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-21,"2015",0.299999982118607,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-22,"2015",0.389999985694885,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-23,"2015",0.379999995231628,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-24,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-25,"2015",0.359999984502792,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-26,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-27,"2015",0.310000002384186,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-28,"2015",0.310000002384186,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-29,"2015",0.349999994039536,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-30,"2015",0.28999999165535,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-05-31,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-01,"2015",0.379999995231628,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-02,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-03,"2015",0.310000002384186,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-04,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-05,"2015",0.340000003576279,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-06,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-07,"2015",0.340000003576279,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-08,"2015",0.519999980926514,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-09,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-10,"2015",0.419999986886978,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-11,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-12,"2015",0.299999982118607,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-13,"2015",0.280000001192093,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-14,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-15,"2015",0.229999989271164,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-16,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-17,"2015",0.310000002384186,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-18,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-19,"2015",0.299999982118607,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-20,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-21,"2015",0.319999992847443,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-22,"2015",0.28999999165535,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-23,"2015",0.389999985694885,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-24,"2015",0.560000002384186,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-25,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-26,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-27,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-28,"2015",0.280000001192093,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-29,"2015",0.25,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-06-30,"2015",0.28999999165535,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-01,"2015",0.239999994635582,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-02,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-03,"2015",0.259999990463257,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-04,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-05,"2015",0.199999988079071,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-06,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-07,"2015",0.259999990463257,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-08,"2015",0.340000003576279,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-09,"2015",0.299999982118607,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-10,"2015",0.689999997615814,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-11,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-12,"2015",0.429999977350235,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-13,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-14,"2015",0.269999980926514,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-15,"2015",0.429999977350235,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-16,"2015",0.319999992847443,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-17,"2015",0.259999990463257,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-18,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-19,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-20,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-21,"2015",0.310000002384186,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-22,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-23,"2015",0.399999976158142,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-24,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-25,"2015",0.340000003576279,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-26,"2015",0.509999990463257,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-27,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-28,"2015",0.469999998807907,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-29,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-30,"2015",0.269999980926514,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-07-31,"2015",0.299999982118607,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-01,"2015",0.269999980926514,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-02,"2015",0.28999999165535,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-03,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-04,"2015",0.379999995231628,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-05,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-06,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-07,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-08,"2015",0.340000003576279,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-09,"2015",0.370000004768372,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-10,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-11,"2015",0.639999985694885,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-12,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-13,"2015",0.5,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-14,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-15,"2015",0.310000002384186,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-16,"2015",0.399999976158142,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-17,"2015",0.299999982118607,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-18,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-19,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-20,"2015",0.370000004768372,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-21,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-22,"2015",0.259999990463257,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-23,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-24,"2015",0.319999992847443,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-25,"2015",0.310000002384186,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-26,"2015",0.319999992847443,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-27,"2015",0.459999978542328,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-28,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-29,"2015",0.399999976158142,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-30,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-08-31,"2015",0.359999984502792,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-01,"2015",0.310000002384186,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-02,"2015",0.429999977350235,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-03,"2015",0.299999982118607,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-04,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-05,"2015",0.219999998807907,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-06,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-07,"2015",0.319999992847443,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-08,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-09,"2015",0.340000003576279,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-10,"2015",0.280000001192093,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-11,"2015",0.379999995231628,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-12,"2015",0.5,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-13,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-14,"2015",0.399999976158142,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-15,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-16,"2015",0.310000002384186,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-17,"2015",0.310000002384186,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-18,"2015",0.280000001192093,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-19,"2015",0.239999994635582,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-20,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-21,"2015",0.269999980926514,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-22,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-23,"2015",0.349999994039536,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-24,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-25,"2015",0.379999995231628,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-26,"2015",0.280000001192093,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-27,"2015",0.370000004768372,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-28,"2015",0.459999978542328,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-29,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-09-30,"2015",0.399999976158142,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-01,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-02,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-03,"2015",0.269999980926514,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-04,"2015",0.329999983310699,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-05,"2015",0.28999999165535,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-06,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-07,"2015",0.349999994039536,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-08,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-09,"2015",0.349999994039536,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-10,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-11,"2015",0.319999992847443,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-12,"2015",0.340000003576279,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-13,"2015",0.379999995231628,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-14,"2015",0.419999986886978,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-15,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-16,"2015",0.409999996423721,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-17,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-18,"2015",0.259999990463257,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-19,"2015",0.310000002384186,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-20,"2015",0.28999999165535,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-21,"2015",0.319999992847443,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-22,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-23,"2015",0.409999996423721,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-24,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-25,"2015",0.340000003576279,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-26,"2015",NA,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-27,"2015",0.340000003576279,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
2015-10-28,"2015",0.349999994039536,"LPRM_C1_VOD_ASCENDING_DAY","WKG"
